text,Ravi,Niranjana,Priya,
महिलाओं की क्रिकेट में रुचि बढ़ाने के लिये मैच के बीच में मिलेंगी शॉपिंग डील्स http:// hindi.fakingnews.firstpost.com/india/develop- interest-of-girls-in-cricket-shopping-deals-amazon-flipkart-839 … (via @hindifakingnews ),,,no,
"गुल्लक से निकले सिर्फ पांच सौ रूपए, बच्ची ने मम्मी पापा पर लगाया पैसे चुराने का आरोप http:// hindi.fakingnews.firstpost.com/features/girl- blames-parents-for-stealing-money-from-piggy-bank-869 … (by @hindifakingnews )",,,no,
सैंकड़ों कार्यकर्ताओं के साथ 'पोकेमोन' को पकड़ने रवाना हुए राहुल गांधी http:// hindi.fakingnews.firstpost.com/snippets/rahul -gandhi-goes-out-to-catch-pokemon-512 … (via @hindifakingnews ),,,no,
"Mother-in-law goes abroad for vacation, man requests Sushma Swaraj to ensure she stays there http://www. fakingnews.firstpost.com/politics/mothe r-in-law-goes-abroad-for-vacation-man-requests-sushma-swaraj-to-ensure-she-stays-there-16698 …",,,no,
"Delhi boy who did Bungee Jumping forgets to post video on Facebook, brings shame to Delhiites http://www. fakingnews.firstpost.com/india/delhi-bo y-bungee-jumping-forgets-post-video-facebook-brings-shame-delhiites-16728 … (by @mahawarsameer )",,,no,
Panic grips Delhi after a voodoo doll of Kejriwal was found outside Modi's residence http://www. fakingnews.firstpost.com/india/panic-gr ips-delhi-voodoo-doll-kejriwal-found-outside-modis-residence-16724 … (by @manithan34 ),,,no,
First year MBA student beaten up for not following any football club http://www. fakingnews.firstpost.com/sports/first-y ear-mba-student-beaten-not-following-football-club-16721 … (by @SantaMentalist ),,,no,
"Friday Faking Release: Mrityudaata (*ing Narendra Modi, Arvind Kejriwal, Amit Shah) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-mrityudaata-ing-narendra-modi-arvind-kejriwal-amit-shah-16731 … #Re",,,no,
Now Vince McMahon offers to host Barkha Dutt vs Arnab Goswami fight during Summerslam http://www. fakingnews.firstpost.com/media/barkha-d utt-arnab-goswami-ndtv-times-now-newshour-16717 … #Re,,,no,
Gurgaon residents smoking Hookah and playing cards on the highway to kill time during traffic jam http://www. fakingnews.firstpost.com/india/gurgaon- khattar-traffic-jam-nh8-16711 … #Re,,,no,
"Kejriwal blames Modi for #Gurugram flooding, says 'Modi wants to drown me' http://www. fakingnews.firstpost.com/politics/kejri wal-blames-modi-gurgaon-flooding-says-modi-wants-drown-going-nagpur-vipassana-16707 … #re",,,no,
पिछले जन्म में करण अर्जुन को भी मोदी जी ने ही मरवाया था: केजरीवाल का बड़ा खुलासा http:// hindi.fakingnews.firstpost.com/politics/karan -arjun-were-also-killed-by-modi-in-past-life-kejriwal-revealed-854 … by @pagla_ghoda,,,no,
"Friday Faking Release: Mrityudaata (*ing Narendra Modi, Arvind Kejriwal, Amit Shah) http://www. fakingnews.firstpost.com/pics/friday-fa king-release-mrityudaata-ing-narendra-modi-arvind-kejriwal-amit-shah-16731 …",,,no,
"बोरिंग लेक्चर में 50 फ़ीट गहरा गिरा छात्र, राहत और बचाव कार्य जारी http:// hindi.fakingnews.firstpost.com/india/boy-drow ns-borewell-rescue-operation-860 …",,,no,
Now Vince McMahon offers to host Barkha Dutt vs Arnab Goswami fight during Summerslam http://www. fakingnews.firstpost.com/media/barkha-d utt-arnab-goswami-ndtv-times-now-newshour-16717 …,,,no,
Gurgaon residents smoking Hookah and playing cards on the highway to kill time during traffic jam http://www. fakingnews.firstpost.com/india/gurgaon- khattar-traffic-jam-nh8-16711 …,,,no,
"BREAKING: Kejriwal blames Modi for #Gurugram flooding, says 'Modi wants to drown me' http://www. fakingnews.firstpost.com/politics/kejri wal-blames-modi-gurgaon-flooding-says-modi-wants-drown-going-nagpur-vipassana-16707 …",,,no,
Vin Diesel saving Deepika from #Gurugram floods pic.twitter.com/TJ468er2RT,,,no,
BMC shocked with no large scale flooding in Mumbai so far this Monsoon http://www. fakingnews.firstpost.com/india/bmc-shoc ked-with-no-large-scale-flooding-in-mumbai-so-far-this-monsoon-10217 …,,,no,
Narendra Modi invites entries on MyGov website on ideas for eliminating Kejriwal http://www. fakingnews.firstpost.com/politics/naren dra-modi-invites-entries-mygov-website-ideas-eliminating-kejriwal-16703 … #re,,,no,
"Mother-in-law goes abroad for vacation, man requests Sushma Swaraj to ensure she stays there http://www. fakingnews.firstpost.com/politics/mothe r-in-law-goes-abroad-for-vacation-man-requests-sushma-swaraj-to-ensure-she-stays-there-16698 … #Re",,,no,
"Virar train gang beats up a guy for being fat, said he was occupying too much space http://www. fakingnews.firstpost.com/india/virar-tr ain-gang-beats-guy-fat-said-occupying-much-space-16694 … #Re",,,no,
विकीलीक्स का खुलासा 'केजरीवाल के खिलाफ पूरी दुनिया कर रही है साज़िश' http:// hindi.fakingnews.firstpost.com/india/wikileak s-founder-julian-assange-says-world-is-conspiring-against-modi-826 … from @hindifakingnews,,,no,
"मोदी-ओबामा की दोस्ती में दरार, ट्रंप के ख़िलाफ़ चुनाव प्रचार करने से मना किया मोदी ने http:// hindi.fakingnews.firstpost.com/world/modi-rej ects-obamas-request-to-campaign-against-trump-832 … from @hindifakingnews",,,no,
"मोदी-ओबामा की दोस्ती में दरार, ट्रंप के ख़िलाफ़ चुनाव प्रचार करने से मना किया मोदी ने http:// hindi.fakingnews.firstpost.com/world/modi-rej ects-obamas-request-to-campaign-against-trump-832 … (via @hindifakingnews )",,,no,
Narendra Modi invites entries on MyGov website on ideas for eliminating Kejriwal http://www. fakingnews.firstpost.com/politics/naren dra-modi-invites-entries-mygov-website-ideas-eliminating-kejriwal-16703 …,,,no,
"Mother-in-law goes abroad for vacation, man requests Sushma Swaraj to ensure she stays there http://www. fakingnews.firstpost.com/politics/mothe r-in-law-goes-abroad-for-vacation-man-requests-sushma-swaraj-to-ensure-she-stays-there-16698 …",,,no,
What Kejriwal dreamt last night pic.twitter.com/4qIw6ZAryQ,,,no,
"Virar train gang beats up a guy for being fat, said he was occupying too much space http://www. fakingnews.firstpost.com/india/virar-tr ain-gang-beats-guy-fat-said-occupying-much-space-16694 …",,,no,
"Student caught eating classmate’s lunch, claims he was just checking for beef http://www. fakingnews.firstpost.com/india/student- caught-eating-classmates-lunch-claims-just-checking-beef-16690 … #Re",,,no,
Toll booths to have a wax statue of Arnab Goswami to save attendants from getting beaten up by politicians http://www. fakingnews.firstpost.com/politics/toll- booths-wax-statue-arnab-goswami-save-attendants-getting-beaten-politicians-16686 … #Re,,,no,
"When Arnab Goswami, Barkha Dutt, Rahul Kanwal and others entered a race to climb Mount Everest http://www. fakingnews.firstpost.com/media/arnab-go swami-becomes-first-journalist-to-climb-mount-everest-7369 …",,,no,
Politicians assure Dalits that they will be forgotten again after UP elections http://www. fakingnews.firstpost.com/politics/polit icians-assure-dalits-will-forgotten-elections-16681 … #Re,,,no,
Man accidentally enters office on his leave day while playing Pokemon Go http:// my.fakingnews.firstpost.com/india/man-acci dentally-enters-fffice-leave-day-playing-pokemon-go-22721 … from @MyFakingNews,,,no,
"Student caught eating classmate’s lunch, claims he was just checking for beef http://www. fakingnews.firstpost.com/india/student- caught-eating-classmates-lunch-claims-just-checking-beef-16690 …",,,no,
Toll booths to have a wax statue of Arnab Goswami to save attendants from getting beaten up by politicians http://www. fakingnews.firstpost.com/politics/toll- booths-wax-statue-arnab-goswami-save-attendants-getting-beaten-politicians-16686 …,,,no,
Politicians assure Dalits that they will be forgotten again after UP elections http://www. fakingnews.firstpost.com/politics/polit icians-assure-dalits-will-forgotten-elections-16681 …,,,no,
"Piece of Chicken spotted in Office cafeteria's Chicken Curry, HR orders probe http://www. fakingnews.firstpost.com/india/piece-ch icken-spotted-office-cafeterias-chicken-curry-hr-orders-probe-16678 … #Re",,,no,
Mulayam Singh scolds his party men for falling behind BJP and BSP in making controversial statements http://www. fakingnews.firstpost.com/politics/mulay am-scolds-party-men-falling-behind-bjp-bsp-making-controversial-statements-16671 …,,,no,
"With two athletes less, IOA official includes wife's brother to be part of Rio contingent http://www. fakingnews.firstpost.com/sports/two-ath letes-less-ioa-official-includes-wifes-brother-part-rio-contingent-16674 … #re",,,no,
Political parties request Kapil Sharma to explain what exactly Sidhu said in his Press Conference http://www. fakingnews.firstpost.com/politics/polit ical-parties-request-kapil-sharma-explain-exactly-sidhu-said-press-conference-16666 … #Re,,,no,
"Piece of Chicken spotted in Office cafeteria's Chicken Curry, HR orders probe http://www. fakingnews.firstpost.com/india/piece-ch icken-spotted-office-cafeterias-chicken-curry-hr-orders-probe-16678 …",,,no,
"With two athletes less, IOA official includes wife's brother to be part of Rio contingent http://www. fakingnews.firstpost.com/sports/two-ath letes-less-ioa-official-includes-wifes-brother-part-rio-contingent-16674 …",,,no,
EXCLUSIVE: Mulayam Singh scolds his party men for falling behind BJP and BSP in making controversial statements http://www. fakingnews.firstpost.com/politics/mulay am-scolds-party-men-falling-behind-bjp-bsp-making-controversial-statements-16671 …,,,yes,
Political parties request Kapil Sharma to explain what exactly Sidhu said in his Press Conference http://www. fakingnews.firstpost.com/politics/polit ical-parties-request-kapil-sharma-explain-exactly-sidhu-said-press-conference-16666 …,,,no,
"Parliament to have Creche, Sleeping dormitories and Sobering rooms http://www. fakingnews.firstpost.com/politics/parli ament-creche-sleeping-dormitories-sobering-rooms-16657 … by @MaheshJagga #Re",,,no,
Jodhpur Jail’s guards disappointed that they won’t get a chance to click selfies with Salman http://www. fakingnews.firstpost.com/india/jodhpur- jails-guards-disappointed-wont-get-a-chance-click-selfies-salman-16636 …,,,no,
"Salman's lawyers reach 200 crore club, confident of earning more as govt could challenge acquittal http://www. fakingnews.firstpost.com/society/salman -lawyers-reach-200-crore-club-confident-earning-govt-challenge-acquittal-16641 … #re",,,no,
Man driving on Indian roads for 25 yrs shocked to hear that there are wrong and right sides for overtaking http://www. fakingnews.firstpost.com/india/man-driv ing-indian-roads-25-yrs-shocked-hear-wrong-right-sides-overtaking-16632 … #Re,,,no,
