Original Tweet,Text of tweet,Hashtags,Users tagged,length,Class
Vicki and Kelly: The Best Pairing Since Vodka and Valium. #Sarcasm #RHOC #RealHWsOfCancer #Drunk #SlobsÃ¢â‚¬Â¦ https://t.co/SS3Z2JHvuH,Vicki and Kelly The Best Pairing Since Vodka and Valium,RHOC Sarcasm RealHWsOfCancer SlobsÃ¢â‚¬Â¦ Drunk,,134,NS
@gazzaboyo clearly she's driving a top spec supercar at that rate?! #HolyCrapBatman #Sarcasm,clearly she s driving a top spec supercar at that rate,Sarcasm HolyCrapBatman,gazzaboyo,92,NS
9 Non-Threatening #Leadership Strategies for #Women https://t.co/W9F7LLq1W5 #humor #sarcasm #workingwomen https://t.co/zw4t8Qt3xo,9 Non Threatening Strategies for,workingwomen sarcasm Leadership humor Women,,129,NS
@Andy_Masur1 but......length of games is only a problem if it's a baseball game #sarcasm,Masur1 but length of games is only a problem if it s a baseball game,sarcasm,Andy_Masur1,88,NS
So there's gonna be a #Clownpurge tonight. Oh boy that should be scary #sarcasm,So there s gonna be a tonight Oh boy that should be scary,sarcasm Clownpurge,,79,NS
"It's Monday tommorrow, yay!...
  #sarcasm #ihatemondays #rollontheweekend",It s Monday tommorrow yay,ihatemondays sarcasm rollontheweekend,,73,S
Is Cam Newton actually interacting with the media sans pouty lip today? What a mature individual #sarcasm,Is Cam Newton actually interacting with the media sans pouty lip today What a mature individual,sarcasm,,105,S
"Why? Because of Rush Limbaugh, Fox News, Brietbart, Alex Jones and the like Ã¢â‚¬â€ all paragons of honesty, virtue andÃ¢â‚¬Â¦ https://t.co/MhneyiyYNz",Why Because of Rush Limbaugh Fox News Brietbart Alex Jones and the like Ã¢â‚¬â€ all paragons of honesty virtue andÃ¢â‚¬Â¦,,,151,S
@Uber_Support @UberEATS more than 30 minutes and I love how I have been responded with my complaint #sarcasm,Support more than 30 minutes and I love how I have been responded with my complaint,sarcasm,Uber_Support UberEATS,108,S
Whoopeee! You guys are doing such a great job. #sarcasm https://t.co/NW2sgarHoi,Whoopeee You guys are doing such a great job,sarcasm,,79,S
@MBishopPhotos @StewCrew14 how about they just remove anyone who isn't in the chase so the chasers can duke it out!? #Sarcasm #NASCAR,how about they just remove anyone who isn t in the chase so the chasers can duke it out,Sarcasm NASCAR,MBishopPhotos StewCrew14,133,S
@ChrisRywalt @SwiftOnSecurity that's just want they want you to believe #Sarcasm,that s just want they want you to believe,Sarcasm,ChrisRywalt SwiftOnSecurity,80,S
Mama Bear T-shirt https://t.co/p0yVjHe94g #sarcasm #WitticismsRus #funnygift #Funny_tshirts https://t.co/7lHtsIPQrA,Mama Bear T shirt tshirts,sarcasm Funny_tshirts funnygift WitticismsRus,,115,NS
Atlanta declined that penalty? They can do that? #sarcasm,Atlanta declined that penalty They can do that,sarcasm,,57,NS
@HillaryClinton Sure. That's why he has so many supporters. #sarcasm,Sure That s why he has so many supporters,sarcasm,HillaryClinton,68,S
@NFLRT @hopp3lch3n Nice way to represent the shield #sarcasm,Nice way to represent the shield,sarcasm,hopp3lch3n NFLRT,60,NS
"Can't be true, no White Helmets!
  .
  .
  #Sarcasm. https://t.co/xLSWNdl5rw",Can t be true no White Helmets,Sarcasm.,,76,NS
@waazuuuuup Wait. . . I'm not supposed to just chant along at home? #Sarcasm,Wait I m not supposed to just chant along at home,Sarcasm,waazuuuuup,76,S
"OMFG IT'S VETTEL NOT VERSTAPPEN I CALL HAX, THAT'S RIGGED. HOW COULD HE GET THE #VerstappenOfTheDay AWARD?! #F1 #Banter #Sarcasm #MexicoGP",OMFG IT S VETTEL NOT VERSTAPPEN I CALL HAX THAT S RIGGED HOW COULD HE GET THE AWARD,F1 VerstappenOfTheDay MexicoGP Banter Sarcasm,,138,S
Going strong with my 9 followers #sarcasm #wentworth,Going strong with my 9 followers,sarcasm wentworth,,52,S
Thanks for the injury notification yahoo sports #sarcasm,Thanks for the injury notification yahoo sports,sarcasm,,56,S
@Noble_Jim @ndegroot89 but he can't win at phx. That's harvicks track. #sarcasm,Jim but he can t win at phx That s harvicks track,sarcasm,Noble_Jim ndegroot89,79,NS
What's wrong with Jordy? #sarcasm,What s wrong with Jordy,sarcasm,,33,NS
I love being irrelevant to everyone including the people who are suppose to care. #sarcasm,I love being irrelevant to everyone including the people who are suppose to care,sarcasm,,90,S
Such the mature driver #Vettel ! #sarcasm @C4F1 #MexicoGP,Such the mature driver,sarcasm Vettel MexicoGP,C4F1,57,S
There's really nothing more exciting than watching Rosberg just cruise to a P2 finish. #sarcasm #MexicoGP,There s really nothing more exciting than watching Rosberg just cruise to a P2 finish,sarcasm MexicoGP,,105,S
"Can it be?!? Can it really and truly happen, football fairy godmother? Two ties in the same day?!? Make it happen! #sarcasm #NFL #OAKvsTB",Can it be Can it really and truly happen football fairy godmother Two ties in the same day Make it happen,sarcasm NFL OAKvsTB,,137,NS
@Burnsy987 Well at least my wife and I are becoming huge fans of the Numerous Flags League! Super exciting! #Sarcasm https://t.co/deU5Kh2lip,Well at least my wife and I are becoming huge fans of the Numerous Flags League Super exciting,Sarcasm,Burnsy987,140,NS
WOOP WOOP. Setting records. It's what we do. #Sarcasm #Pathetic https://t.co/NRMEA8nXNa,WOOP WOOP Setting records It s what we do,Sarcasm Pathetic,,87,S
"@JonnieMarbLes @theshakal2179 @TalkNerdyToMe72 @dustin_temple10 OMG WaPo says, must be true. Let me switch my vote to ur kween #sarcasm",temple10 OMG WaPo says must be true Let me switch my vote to ur kween,sarcasm,TalkNerdyToMe72 JonnieMarbLes dustin_temple10 theshakal2179,135,S
"The wife is such a good cook, she can burn soup. #sarcasm",The wife is such a good cook she can burn soup,sarcasm,,57,S
@mk028kline @NathanNathannsp @Colts Wait a minute Brock Osweiler will lead them to the Super Bowl Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ #Sarcasm,Wait a minute Brock Osweiler will lead them to the Super Bowl Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­,Sarcasm,NathanNathannsp Colts mk028kline,190,NS
@fia should implement new tyre rules to make #F1 more interesting. One set should last 3 races. #Sarcasm. #MexicoGP,should implement new tyre rules to make more interesting One set should last 3 races,F1 MexicoGP Sarcasm.,fia,115,NS
Nice of @louisa to perform on @TheXFactor dressed like a slut. Such a good role model for the young impressionable girls Ã°Å¸â€˜ÂÃ°Å¸ÂÂ» #Sarcasm,Nice of to perform on dressed like a slut Such a good role model for the young impressionable girls Ã°Å¸â€˜ÂÃ°Å¸ÂÂ»,Sarcasm,louisa TheXFactor,147,S
"#XFactor results, it's a breath holding old time isn't it? HoneyG is through so the world of common sense is exactly as we left it. #Sarcasm",results it s a breath holding old time isn t it HoneyG is through so the world of common sense is exactly as we left it,Sarcasm XFactor,,140,NS
Tall #comic #comics #illustration #art #doodle #satire #fun #tall #legs #giant #sarcasm #sarcastic #drawing #humourÃ¢â‚¬Â¦ https://t.co/ALMFz9Ku96,Tall,giant art comics doodle humourÃ¢â‚¬Â¦ satire illustration sarcastic sarcasm fun tall comic legs drawing,,146,NS
@h_AMBER_ger when did 'pinned tweets' start... God I've missed tweetin #sarcasm,AMBER ger when did pinned tweets start God I ve missed tweetin,sarcasm,h_AMBER_ger,79,NS
Flag on a punt return #RaiderNation #Shocking #sarcasm,Flag on a punt return,sarcasm Shocking RaiderNation,,54,NS
Quality game Tampa v Oakland #sarcasm,Quality game Tampa v Oakland,sarcasm,,37,NS
Requesting NASA to plz fulfil it's hobby of clicking a pic of India on Diwali night like every year!#@NASA #sarcasmÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,Requesting NASA to plz fulfil it s hobby of clicking a pic of India on Diwali night like every year,sarcasmÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,,133,S
@BreakfastNews Ban boat people for life? Make it retrospective and solve all our problems. #sarcasm #weareallboatpeople #howdidyougethere,Ban boat people for life Make it retrospective and solve all our problems,howdidyougethere sarcasm weareallboatpeople,BreakfastNews,137,S
"A voyage through Anthony Weiner's spam filter. My goodness, how pertinent this is to the survival of the Republic.Ã¢â‚¬Â¦ https://t.co/LsxNQCZVTL",A voyage through Anthony Weiner s spam filter My goodness how pertinent this is to the survival of the Republic Ã¢â‚¬Â¦,,,145,S
Louisa was very out of breathe wasn't she? #Sarcasm lol #XFactor,Louisa was very out of breathe wasn t she lol,Sarcasm XFactor,,64,S
"Let's back up PATs further, and maybe tack on 10 yards to FGs, too. Makes games more exciting! #sarcasm",Let s back up PATs further and maybe tack on 10 yards to FGs too Makes games more exciting,sarcasm,,103,S
@Mahamali05 @FariehaAziz you are doing great job by tweeting such deep views and thoughts.. #sarcasm,you are doing great job by tweeting such deep views and thoughts,sarcasm,FariehaAziz Mahamali05,100,S
@patcaputo98 @971theticketxyt he should be a treat at the podium this week too. Always shows humility when he makes mistakes Ã°Å¸â„¢â€ž #sarcasm,he should be a treat at the podium this week too Always shows humility when he makes mistakes Ã°Å¸â„¢â€ž,sarcasm,patcaputo98 971theticketxyt,144,S
its all cars fault for not going out on the right hash lol #raiders #sarcasm,its all cars fault for not going out on the right hash lol,sarcasm raiders,,76,S
OMG Rex is laughing! He doesn't care like the fans care! #sarcasm,OMG Rex is laughing He doesn t care like the fans care,sarcasm,,65,S
"Jesus even used #sarcasm. He asked the Pharisee, ""Have you not read (the bible)..?"" Of course they read it they just didn't apply it.",Jesus even used He asked the Pharisee Have you not read the bible Of course they read it they just didn t apply it,sarcasm.,,133,S
@NotebookMsgs @HakimSyahirul errr. How do i fix my sink? Its leaking. I need ur advice. #sarcasm #currentlytweetingeveryoneonmytimeline,errr How do i fix my sink Its leaking I need ur advice,sarcasm currentlytweetingeveryoneonmytimeline,NotebookMsgs HakimSyahirul,135,S
Words cannot describe just how proud I am of the #Jets today! Ã°Å¸ÂË† #sarcasm,Words cannot describe just how proud I am of the today Ã°Å¸ÂË†,Jets sarcasm,,79,S
Average size cock coffee mug https://t.co/EoXYjhQwho #sarcasm #funnygift #Housewares https://t.co/z6Pkdm7BbB,Average size cock coffee mug,Housewares sarcasm funnygift,,108,NS
Apple just works https://t.co/4i1cn4kYO5 #sarcasm #baddesign #tech,Apple just works,sarcasm baddesign tech,,66,NS
@moMAEeee Hard to believe you want to go shopping. #Sarcasm #Dripping,Hard to believe you want to go shopping,Sarcasm Dripping,moMAEeee,69,S
@MatthewBerryTMR I have both cam newton and the cardinals D. So this day has been fun! #sarcasm #fantasylife,I have both cam newton and the cardinals D So this day has been fun,sarcasm fantasylife,MatthewBerryTMR,108,S
When you wake up sounding like Janis Joplin you know it's going to be a GREAT day #sarcasm #husky #deepvoice #sick,When you wake up sounding like Janis Joplin you know it s going to be a GREAT day,deepvoice sarcasm sick husky,,114,S
"@lusava_alfred haha so in this case he becomes the ""head of state"" #sarcasm #irony",alfred haha so in this case he becomes the head of state,sarcasm irony,lusava_alfred,82,S
"Wait...there was no ""illegal football playing"" flag on that sack? Ã°Å¸â„¢â€ž#sarcasm #goHawks",Wait there was no illegal football playing flag on that sack Ã°Å¸â„¢â€ž#sarcasm,goHawks,,93,S
Dear voters for Ed Balls - @AnastaciaMusic is donating her #Strictly fee to Cancer research - really well done folks! Ã°Å¸â€˜ÂÃ°Å¸ÂÂ¼ #Sarcasm #Idiots,Dear voters for Ed Balls is donating her fee to Cancer research really well done folks Ã°Å¸â€˜ÂÃ°Å¸ÂÂ¼,Sarcasm Strictly Idiots,AnastaciaMusic,152,NS
"Brilliant decision, Caldwell. #sarcasm #OnePride",Brilliant decision Caldwell,sarcasm OnePride,,48,S
Senseless Sunday #Sarcasm: What scares the Rottie Mutt..a HideKu https://t.co/qDoqzjO6Tb via @FullHorseFarm,Senseless Sunday What scares the Rottie Mutt a HideKu via,Sarcasm:,FullHorseFarm,107,S
#sarcasm RT @CoachBillick: The #Raiders are playing really disciplined football.,RT The are playing really disciplined football,sarcasm Raiders,CoachBillick:,80,S
Lost Spencer Ware for the game and TY Hilton hasn't caught a pass. Really loving my chances this week... #sarcasm #FantasyFootballProblems,Lost Spencer Ware for the game and TY Hilton hasn t caught a pass Really loving my chances this week,sarcasm FantasyFootballProblems,,138,S
"I wonder who's going to win this game?
  #Patriotic
  #sarcasm",I wonder who s going to win this game,Patriotic sarcasm,,62,S
Love how stacey gets the big money and the other two are like nah i wont even take what i earnt #teamplayer #sarcasm Ã°Å¸â€˜Å Ã°Å¸ÂÂ»Ã°Å¸Â¤â€ #TheChase,Love how stacey gets the big money and the other two are like nah i wont even take what i earnt Ã°Å¸â€˜Å Ã°Å¸ÂÂ»Ã°Å¸Â¤â€,sarcasm TheChase teamplayer,,153,S
@EntirelyAmelia Toasty in Denver as well. Actually it's cold but the Chinese are telling it's 80 b/c global warming is a hoax. #sarcasm,Toasty in Denver as well Actually it s cold but the Chinese are telling it s 80 b c global warming is a hoax,sarcasm,EntirelyAmelia,135,S
"Trump's black outreach is amazing! He'll have 100% AA support on election day if he keeps acting like this! #sarcasm
  https://t.co/QYtANXN2mT",Trump s black outreach is amazing He ll have 100 AA support on election day if he keeps acting like this,sarcasm,,142,S
You can slice the #sarcasm in this tweet with a knife https://t.co/80OTnNgddB,You can slice the in this tweet with a knife,sarcasm,,77,S
When you find out your bully from hs is now a lesbian...never saw THAT coming. Ã°Å¸Ëœâ€š #sarcasm,When you find out your bully from hs is now a lesbian never saw THAT coming Ã°Å¸Ëœâ€š,sarcasm,,97,S
Speeling and grammer aren't important. #sarcasm #GoBrowns https://t.co/gfyv1JYCip,Speeling and grammer aren t important,sarcasm GoBrowns,,81,S
I'm sure it's just the injuries on the Bills.. otherwise they'd have this. #sarcasm,I m sure it s just the injuries on the Bills otherwise they d have this,sarcasm,,83,S
The Thunder DEFINITELY won't regret this in a year or two #sarcasm https://t.co/sCIQw21kP1,The Thunder DEFINITELY won t regret this in a year or two,sarcasm,,90,S
Only Solomon Wilcots could make total sense out the what is a catch rule. #sarcasm,Only Solomon Wilcots could make total sense out the what is a catch rule,sarcasm,,82,S
"Love Alonso radio ""you do your job, I'll do mine"" #sarcasm #MexicoGP #F1",Love Alonso radio you do your job I ll do mine,sarcasm MexicoGP F1,,72,S
"Yea, that'll help them win. #sarcasm https://t.co/CQRD7CnP5K",Yea that ll help them win,sarcasm,,60,S
They sure about that? He's only had two concussions today #sarcasm #thirdtimesthecharm https://t.co/eoU3fyYz68,They sure about that He s only had two concussions today,sarcasm thirdtimesthecharm,,110,S
Oh that's not OPI. Not at all. #sarcasm #refshateus,Oh that s not OPI Not at all,sarcasm refshateus,,51,NS
"@tlsportscle Adjustments? When you're leading, those don't need to be made. #sarcasm",Adjustments When you re leading those don t need to be made,sarcasm,tlsportscle,84,S
Senseless Sunday #Sarcasm: What scares the Rottie Mutt..aÃ‚ HideKu https://t.co/wDpcspAN2M,Senseless Sunday What scares the Rottie Mutt aÃ‚ HideKu,Sarcasm:,,90,NS
"Thanks for adding ""#sarcasm"" as I was starting to get riled up then saw it. Putting it 1st would be helpful in theÃ¢â‚¬Â¦ https://t.co/E3AxWjghnu",Thanks for adding as I was starting to get riled up then saw it Putting it 1st would be helpful in theÃ¢â‚¬Â¦,,,145,NS
